Id,Category
357,6
358,6
359,4
360,6
361,9
362,4
363,7
364,8
365,5
366,5
367,7
368,0
369,1
370,8
371,8
372,1
373,1
374,2
375,8
376,4
377,7
378,5
379,7
380,1
381,9
382,4
383,5
384,1
385,6
386,6
387,6
388,4
389,1
390,6
391,0
392,8
393,5
394,4
395,8
396,9
397,0
398,2
399,6
400,9
401,7
402,4
403,9
404,7
405,6
406,3
407,5
408,0
409,5
410,4
411,7
412,0
413,7
414,9
415,6
416,1
417,8
418,2
419,2
420,2
421,1
422,0
423,9
424,5
425,1
426,9
427,2
428,7
429,2
430,0
431,9
432,1
433,6
434,4
435,5
436,5
437,8
438,6
439,2
440,7
441,2
442,3
443,2
444,0
445,5
446,8
447,7
448,8
449,8
450,5
451,5
452,5
453,8
454,5
455,3
456,9
457,1
458,9
459,1
460,0
461,6
462,4
463,6
464,1
465,6
466,0
467,5
468,2
469,7
470,7
471,1
472,8
473,1
474,7
475,6
476,3
477,7
478,0
479,9
480,1
481,8
482,5
483,8
484,8
485,9
486,4
487,0
488,9
489,1
490,5
491,2
492,4
493,5
494,7
495,5
496,1
497,6
498,2
499,4
500,5
501,8
502,9
503,2
504,9
505,3
506,3
507,7
508,5
509,2
510,3
511,8
512,2
513,2
514,9
515,9
516,0
517,3
518,9
519,9
520,5
521,9
522,0
523,5
524,1
525,9
526,5
527,3
528,6
529,3
530,8
531,1
532,3
533,8
534,4
535,5
536,8
537,8
538,6
539,0
540,7
541,1
542,9
543,2
544,4
545,1
546,1
547,6
548,2
549,6
550,7
551,6
552,7
553,0
554,1
555,1
556,4
557,1
558,0
559,9
560,8
561,7
562,0
563,2
564,2
565,9
566,7
567,1
568,1
569,5
570,6
571,9
572,5
573,9
574,0
575,9
576,2
577,0
578,4
579,0
580,5
581,2
582,7
583,5
584,3
585,0
586,8
587,8
588,3
589,6
590,0
591,2
592,0
593,7
594,3
595,2
596,1
597,3
598,2
599,3
600,8
601,5
602,6
603,6
604,5
605,6
606,0
607,8
608,4
609,9
610,2
611,8
612,9
613,9
614,1
615,0
616,1
617,5
618,5
619,4
620,4
621,3
622,0
623,4
624,5
625,6
626,4
627,2
628,1
629,2
630,9
631,0
632,6
633,7
634,7
635,5
636,1
637,2
638,4
639,6
640,1
641,1
642,6
643,0
644,9
645,4
646,0
647,9
648,2
649,1
650,1
651,0
652,8
653,6
654,9
655,5
656,1
657,3
658,4
659,4
660,9
661,1
662,9
663,3
664,1
665,3
666,8
667,2
668,9
669,5
670,3
671,8
672,7
673,9
674,8
675,2
676,0
677,6
678,6
679,5
680,4
681,1
682,2
683,7
684,5
685,7
686,0
687,2
688,9
689,0
690,5
691,5
692,6
693,8
694,0
695,0
696,1
697,1
698,7
699,5
700,9
701,6
702,7
703,4
704,9
705,9
706,2
707,7
708,0
709,5
710,4
711,0
712,9
713,7
714,9
715,5
716,4
717,4
718,8
719,0
720,5
721,6
722,4
723,8
724,1
725,2
726,0
727,9
728,3
729,1
730,0
731,8
732,2
733,0
734,7
735,4
736,0
737,4
738,6
739,3
740,0
741,3
742,4
743,6
744,0
745,7
746,5
747,5
748,8
749,5
750,2
751,8
752,6
753,1
754,8
755,5
756,7
757,3
758,1
759,3
760,9
761,6
762,1
763,1
764,7
765,5
766,1
767,2
768,0
769,7
770,2
771,7
772,2
773,7
774,7
775,5
776,1
777,3
778,9
779,0
780,1
781,0
782,7
783,4
784,9
785,1
786,2
787,2
788,4
789,9
790,8
791,9
792,4
793,5
794,3
795,9
796,5
797,4
798,3
799,2
800,1
801,7
802,3
803,2
804,3
805,7
806,1
807,8
808,3
809,9
810,5
811,9
812,8
813,8
814,0
815,7
816,7
817,3
818,2
819,2
820,7
821,9
822,8
823,5
824,9
825,0
826,1
827,2
828,5
829,6
830,3
831,2
832,3
833,3
834,3
835,1
836,2
837,6
838,1
839,7
840,8
841,7
842,4
843,8
844,6
845,6
846,3
847,2
848,9
849,5
850,3
851,8
852,3
853,5
854,9
855,7
856,1
857,8
858,0
859,3
860,6
861,8
862,6
863,7
864,9
865,1
866,5
867,7
868,5
869,7
870,6
871,1
872,1
873,5
874,7
875,1
876,6
877,1
878,5
879,2
880,1
881,5
882,8
883,8
884,9
885,0
886,1
887,3
888,5
889,1
890,8
891,2
892,5
893,4
894,0
895,6
896,3
897,8
898,1
899,1
900,5
901,1
902,3
903,4
904,3
905,5
906,2
907,5
908,4
909,8
910,5
911,0
912,1
913,1
914,6
915,9
916,1
917,8
918,6
919,9
920,2
921,4
922,3
923,0
924,8
925,1
926,8
927,6
928,5
929,1
930,5
931,9
932,9
933,0
934,0
935,6
936,5
937,7
938,0
939,9
940,9
941,1
942,1
943,6
944,9
945,1
946,8
947,7
948,8
949,8
950,6
951,2
952,3
953,1
954,3
955,4
956,3
957,8
958,9
959,7
960,9
961,3
962,1
963,0
964,5
965,4
966,5
967,1
968,4
969,9
970,5
971,6
972,6
973,6
974,8
975,0
976,5
977,5
978,1
979,8
980,0
981,7
982,5
983,8
984,4
985,4
986,5
987,5
988,9
989,7
990,7
991,7
992,9
993,2
994,2
995,1
996,7
997,0
998,0
999,0
1000,2
1001,3
1002,1
1003,1
1004,1
1005,9
1006,0
1007,9
1008,4
1009,2
1010,7
1011,7
1012,0
1013,9
1014,8
1015,5
1016,9
1017,7
1018,1
1019,5
1020,3
1021,4
1022,9
1023,5
1024,5
1025,8
1026,1
1027,2
1028,5
1029,9
1030,8
1031,1
1032,7
1033,1
1034,3
1035,9
1036,6
1037,0
1038,1
1039,0
1040,1
1041,9
1042,4
1043,3
1044,9
1045,8
1046,2
1047,1
1048,5
1049,2
1050,3
1051,6
1052,1
1053,2
1054,1
1055,0
1056,0
1057,3
1058,6
1059,3
1060,4
1061,1
1062,5
1063,3
1064,9
1065,8
1066,2
1067,9
1068,2
1069,9
1070,9
1071,1
1072,9
1073,1
1074,2
1075,7
1076,4
1077,4
1078,5
1079,9
1080,9
1081,2
1082,5
1083,9
1084,3
1085,7
1086,4
1087,1
1088,1
1089,0
1090,0
1091,7
1092,5
1093,7
1094,5
1095,4
1096,6
1097,9
1098,6
1099,8
1100,3
1101,3
1102,6
1103,5
1104,1
1105,3
1106,0
1107,5
1108,2
1109,4
1110,4
1111,7
1112,4
1113,2
1114,6
1115,4
1116,8
1117,0
1118,2
1119,3
1120,1
1121,7
1122,4
1123,6
1124,0
1125,3
1126,8
1127,8
1128,6
1129,6
1130,2
1131,0
1132,9
1133,5
1134,3
1135,6
1136,0
1137,3
1138,7
1139,9
1140,5
1141,7
1142,6
1143,2
1144,6
1145,7
1146,7
1147,2
1148,8
1149,5
1150,9
1151,8
1152,0
1153,0
1154,5
1155,5
1156,3
1157,8
1158,2
1159,9
1160,5
1161,8
1162,1
1163,3
1164,6
1165,9
1166,1
1167,8
1168,2
1169,8
1170,0
1171,7
1172,8
1173,3
1174,9
1175,1
1176,4
1177,6
1178,3
1179,1
1180,9
1181,6
1182,0
1183,7
1184,9
1185,9
1186,8
1187,6
1188,1
1189,8
1190,8
1191,8
1192,4
1193,3
1194,1
1195,9
1196,8
1197,1
1198,6
1199,3
1200,4
1201,3
1202,8
1203,7
1204,6
1205,5
1206,8
1207,4
1208,9
1209,6
1210,2
1211,7
1212,4
1213,0
1214,8
1215,0
1216,5
1217,6
1218,5
1219,1
1220,5
1221,0
1222,9
1223,4
1224,7
1225,9
1226,4
1227,1
1228,2
1229,6
1230,4
1231,2
1232,1
1233,3
1234,9
1235,5
1236,1
1237,6
1238,3
1239,7
1240,7
1241,6
1242,1
1243,9
1244,3
1245,3
1246,1
1247,6
1248,6
1249,4
1250,5
1251,7
1252,7
1253,8
1254,9
1255,5
1256,9
1257,3
1258,5
1259,7
1260,9
1261,8
1262,8
1263,0
1264,9
1265,4
1266,3
1267,0
1268,8
1269,5
1270,5
1271,5
1272,5
1273,1
1274,6
1275,7
1276,6
1277,3
1278,0
1279,7
1280,8
1281,0
1282,6
1283,8
1284,6
1285,2
1286,4
1287,5
1288,4
1289,1
1290,7
1291,3
1292,6
1293,8
1294,4
1295,7
1296,4
1297,0
1298,9
1299,2
1300,1
1301,6
1302,4
1303,9
1304,2
1305,1
1306,0
1307,0
1308,1
1309,5
1310,4
1311,7
1312,6
1313,6
1314,5
1315,2
1316,1
1317,8
1318,9
1319,2
1320,2
1321,8
1322,9
1323,5
1324,6
1325,2
1326,2
1327,8
1328,4
1329,3
1330,4
1331,4
1332,8
1333,8
1334,6
1335,8
1336,8
1337,7
1338,3
1339,3
1340,8
1341,2
1342,4
1343,1
1344,8
1345,4
1346,8
1347,6
1348,2
1349,7
1350,1
1351,8
1352,5
1353,1
1354,1
1355,3
1356,7
1357,3
1358,1
1359,1
1360,5
1361,8
1362,6
1363,8
1364,1
1365,7
1366,4
1367,6
1368,8
1369,3
1370,5
1371,2
1372,4
1373,9
1374,5
1375,5
1376,6
1377,6
1378,8
1379,9
1380,5
1381,4
1382,0
1383,9
1384,6
1385,0
1386,5
1387,4
1388,7
1389,9
1390,4
1391,1
1392,5
1393,7
1394,7
1395,4
1396,5
1397,7
1398,6
1399,9
1400,2
1401,5
1402,6
1403,0
1404,9
1405,4
1406,5
1407,0
1408,5
1409,6
1410,5
1411,0
1412,0
1413,7
1414,4
1415,5
1416,8
1417,6
1418,6
1419,2
1420,1
1421,5
1422,4
1423,8
1424,7
1425,6
1426,5
1427,1
1428,9
1429,7
1430,9
1431,8
1432,5
1433,6
1434,6
1435,7
1436,9
1437,2
1438,7
1439,6
1440,7
1441,9
1442,6
1443,9
1444,0
1445,1
1446,3
1447,5
1448,9
1449,0
1450,4
1451,0
1452,0
1453,5
1454,2
1455,5
1456,0
1457,9
1458,8
1459,1
1460,5
1461,4
1462,3
1463,7
1464,3
1465,1
1466,8
1467,7
1468,4
1469,8
1470,4
1471,9
1472,5
1473,4
1474,1
1475,0
1476,9
1477,0
1478,4
1479,4
1480,9
1481,0
1482,5
1483,8
1484,0
1485,1
1486,7
1487,4
1488,7
1489,7
1490,0
1491,7
1492,9
1493,7
1494,7
1495,6
1496,8
1497,5
1498,6
1499,9
1500,1
1501,5
1502,4
1503,7
1504,9
1505,7
1506,5
1507,9
1508,8
1509,6
1510,5
1511,4
1512,9
1513,9
1514,9
1515,8
1516,9
1517,7
1518,6
1519,2
1520,1
1521,6
1522,8
1523,0
1524,7
1525,5
1526,7
1527,5
1528,1
1529,7
1530,1
1531,9
1532,4
1533,1
1534,2
1535,5
1536,7
1537,6
1538,4
1539,9
1540,6
1541,8
1542,1
1543,7
1544,7
1545,1
1546,8
1547,5
1548,5
1549,4
1550,8
1551,2
1552,3
1553,0
1554,4
1555,9
1556,6
1557,4
1558,7
1559,9
1560,9
1561,1
1562,9
1563,6
1564,0
1565,5
1566,6
1567,5
1568,5
1569,7
1570,4
1571,1
1572,5
1573,5
1574,5
1575,4
1576,0
1577,5
1578,8
1579,5
1580,5
1581,0
1582,9
1583,0
1584,8
1585,0
1586,6
1587,7
1588,0
1589,7
1590,2
1591,5
1592,8
1593,2
1594,4
1595,7
1596,9
1597,7
1598,5
1599,9
1600,8
1601,8
1602,8
1603,8
1604,9
1605,7
1606,4
1607,2
1608,0
1609,0
1610,9
1611,9
1612,9
1613,0
1614,6
1615,7
1616,1
1617,3
1618,2
1619,4
1620,0
1621,7
1622,8
1623,0
1624,3
1625,1
1626,6
1627,0
1628,6
1629,4
1630,5
1631,7
1632,2
1633,3
1634,9
1635,5
1636,3
1637,3
1638,0
1639,2
1640,9
1641,0
1642,2
1643,7
1644,8
1645,4
1646,8
1647,6
1648,6
1649,9
1650,3
1651,6
1652,5
1653,0
1654,4
1655,5
1656,1
1657,9
1658,8
1659,5
1660,3
1661,0
1662,1
1663,6
1664,3
1665,9
1666,5
1667,5
1668,3
1669,3
1670,6
1671,0
1672,1
1673,2
1674,5
1675,3
1676,9
1677,5
1678,5
1679,0
1680,1
1681,9
1682,4
1683,2
1684,1
1685,3
1686,4
1687,5
1688,4
1689,5
1690,5
1691,7
1692,6
1693,4
1694,8
1695,5
1696,4
1697,5
1698,4
1699,1
1700,4
1701,5
1702,5
1703,5
1704,9
1705,8
1706,2
1707,3
1708,4
1709,3
1710,6
1711,6
1712,7
1713,0
1714,7
1715,5
1716,1
1717,7
1718,1
1719,7
1720,8
1721,8
1722,9
1723,8
1724,3
1725,3
1726,7
1727,4
1728,5
1729,2
1730,6
1731,0
1732,3
1733,7
1734,2
1735,6
1736,0
1737,6
1738,1
1739,9
1740,9
1741,3
1742,2
1743,6
1744,3
1745,1
1746,5
1747,4
1748,2
1749,4
1750,4
1751,9
1752,4
1753,7
1754,0
1755,4
1756,4
1757,3
1758,1
1759,2
1760,7
1761,5
1762,4
1763,7
1764,3
1765,7
1766,0
1767,0
1768,5
1769,6
1770,9
1771,1
1772,9
1773,5
1774,3
1775,3
1776,9
1777,1
1778,6
1779,0
1780,8
1781,5
1782,8
1783,7
1784,6
1785,0
1786,2
1787,4
1788,1
1789,5
1790,9
1791,8
1792,5
1793,6
1794,2
1795,8
1796,4
1797,7
1798,3
1799,4
1800,3
1801,1
1802,8
1803,6
1804,7
1805,0
1806,6
1807,5
1808,9
1809,0
1810,6
1811,7
1812,6
1813,7
1814,7
1815,7
1816,4
1817,3
1818,9
1819,1
1820,0
1821,9
1822,5
1823,4
1824,0
1825,5
1826,4
1827,2
1828,1
1829,7
1830,1
1831,9
1832,5
1833,2
1834,7
1835,5
1836,1
1837,1
1838,7
1839,4
1840,4
1841,0
1842,4
1843,2
1844,5
1845,0
1846,8
1847,9
1848,6
1849,2
1850,5
1851,8
1852,8
1853,1
1854,9
1855,2
1856,8
1857,7
1858,4
1859,1
1860,7
1861,5
1862,0
1863,5
1864,3
1865,6
1866,5
1867,4
1868,9
1869,0
1870,3
1871,4
1872,6
1873,9
1874,5
1875,0
1876,5
1877,9
1878,1
1879,5
1880,0
1881,1
1882,3
1883,5
1884,0
1885,2
1886,1
1887,7
1888,8
1889,5
1890,3
1891,0
1892,7
1893,2
1894,0
1895,1
1896,3
1897,8
1898,5
1899,9
1900,7
1901,6
1902,6
1903,7
1904,4
1905,9
1906,3
1907,5
1908,2
1909,7
1910,2
1911,7
1912,0
1913,9
1914,7
1915,9
1916,2
1917,4
1918,8
1919,3
1920,0
1921,5
1922,0
1923,3
1924,5
1925,3
1926,0
1927,3
1928,5
1929,8
1930,4
1931,7
1932,2
1933,6
1934,3
1935,6
1936,9
1937,1
1938,9
1939,0
1940,1
1941,3
1942,7
1943,2
1944,5
1945,7
1946,2
1947,9
1948,5
1949,4
1950,1
1951,3
1952,4
1953,9
1954,3
1955,3
1956,6
1957,3
1958,4
1959,4
1960,3
1961,4
1962,9
1963,0
1964,5
1965,4
1966,6
1967,8
1968,7
1969,8
1970,8
1971,3
1972,5
1973,7
1974,3
1975,3
1976,3
1977,5
1978,0
1979,6
1980,7
1981,8
1982,7
1983,4
1984,1
1985,3
1986,3
1987,9
1988,5
1989,9
1990,5
1991,4
1992,2
1993,6
1994,0
1995,0
1996,4
1997,4
1998,0
1999,1
2000,0
2001,2
2002,9
2003,5
2004,8
2005,8
2006,5
2007,1
2008,9
2009,3
2010,3
2011,9
2012,5
2013,5
2014,7
2015,0
2016,4
2017,1
2018,1
2019,7
2020,1
2021,8
2022,5
2023,9
2024,5
2025,2
2026,0
2027,3
2028,1
2029,2
2030,7
2031,1
2032,7
2033,8
2034,6
2035,2
2036,8
2037,4
2038,0
2039,4
2040,0
2041,2
2042,3
2043,2
2044,8
2045,7
2046,4
2047,0
2048,2
2049,2
2050,1
2051,2
2052,2
2053,3
2054,0
2055,5
2056,0
2057,6
2058,5
2059,9
2060,4
2061,9
2062,5
2063,7
2064,4
2065,5
2066,7
2067,5
2068,2
2069,8
2070,9
2071,0
2072,4
2073,5
2074,2
2075,4
2076,0
2077,2
2078,8
2079,0
2080,8
2081,8
2082,7
2083,6
2084,9
2085,2
2086,2
2087,2
2088,6
2089,7
2090,8
2091,7
2092,6
2093,9
2094,0
2095,1
2096,4
2097,9
2098,4
2099,9
2100,0
2101,0
2102,3
2103,3
2104,6
2105,5
2106,2
2107,9
2108,4
2109,5
2110,2
2111,5
2112,5
2113,0
2114,4
2115,4
2116,4
2117,6
2118,2
2119,0
2120,8
2121,7
2122,6
2123,6
2124,2
2125,4
2126,1
2127,5
2128,6
2129,2
2130,6
2131,4
2132,0
2133,2
2134,9
2135,0
2136,7
2137,4
2138,3
2139,6
2140,0
2141,3
2142,7
2143,7
2144,7
2145,9
2146,7
2147,8
2148,1
2149,2
2150,5
2151,8
2152,4
2153,5
2154,5
2155,0
2156,2
2157,2
2158,2
2159,8
2160,5
2161,0
2162,6
2163,1
2164,2
2165,2
2166,0
2167,9
2168,7
2169,4
2170,9
2171,8
2172,3
2173,1
2174,3
2175,8
2176,6
2177,6
2178,4
2179,4
2180,4
2181,6
2182,4
2183,5
2184,1
2185,4
2186,3
2187,6
2188,4
2189,1
2190,7
2191,0
2192,2
2193,4
2194,4
2195,4
2196,0
2197,9
2198,5
2199,9
2200,0
2201,8
2202,9
2203,0
2204,4
2205,4
2206,9
2207,5
2208,2
2209,9
2210,7
2211,9
2212,4
2213,3
2214,4
2215,0
2216,2
2217,4
2218,3
2219,6
2220,2
2221,5
2222,7
2223,4
2224,1
2225,9
2226,8
2227,9
2228,5
2229,3
2230,5
2231,9
2232,2
2233,9
2234,1
2235,5
2236,5
2237,0
2238,2
2239,1
2240,4
2241,6
2242,4
2243,4
2244,9
2245,0
2246,0
2247,9
2248,9
2249,9
2250,5
2251,5
2252,0
2253,9
2254,1
2255,7
2256,8
2257,8
2258,6
2259,9
2260,2
2261,3
2262,7
2263,8
2264,8
2265,1
2266,4
2267,3
2268,4
2269,4
2270,9
2271,2
2272,8
2273,3
2274,5
2275,7
2276,0
2277,6
2278,5
2279,2
2280,2
2281,0
2282,8
2283,6
2284,1
2285,4
2286,6
2287,8
2288,2
2289,7
2290,6
2291,3
2292,2
2293,4
2294,6
2295,4
2296,0
2297,7
2298,8
2299,9
2300,4
2301,6
2302,0
2303,1
2304,7
2305,5
2306,8
2307,1
2308,7
2309,9
2310,5
2311,9
2312,2
2313,2
2314,4
2315,9
2316,3
2317,1
2318,7
2319,2
2320,4
2321,9
2322,5
2323,7
2324,0
2325,9
2326,5
2327,2
2328,8
2329,7
2330,1
2331,7
2332,1
2333,0
2334,6
2335,2
2336,7
2337,8
2338,4
2339,6
2340,6
2341,9
2342,3
2343,2
2344,3
2345,0
2346,1
2347,9
2348,3
2349,4
2350,7
2351,0
2352,5
2353,5
2354,0
2355,9
2356,4
2357,6
2358,7
2359,4
2360,3
2361,7
2362,4
2363,2
2364,5
2365,0
2366,8
2367,4
2368,1
2369,8
2370,3
2371,6
2372,5
2373,6
2374,1
2375,0
2376,6
2377,5
2378,8
2379,2
2380,0
2381,4
2382,6
2383,4
2384,1
2385,4
2386,7
2387,0
2388,7
2389,8
2390,9
2391,2
2392,5
2393,2
2394,9
2395,8
2396,0
2397,2
2398,9
2399,3
2400,2
2401,2
2402,1
2403,4
2404,4
2405,7
2406,3
2407,8
2408,5
2409,6
2410,7
2411,9
2412,8
2413,1
2414,0
2415,5
2416,8
2417,5
2418,2
2419,5
2420,0
2421,9
2422,0
2423,7
2424,3
2425,6
2426,7
2427,1
2428,1
2429,4
2430,9
2431,7
2432,6
2433,8
2434,0
2435,3
2436,9
2437,0
2438,7
2439,1
2440,0
2441,7
2442,0
2443,8
2444,5
2445,9
2446,8
2447,0
2448,9
2449,0
2450,8
2451,0
2452,9
2453,8
2454,3
2455,5
2456,1
2457,4
2458,5
2459,0
2460,6
2461,3
2462,3
2463,1
2464,5
2465,8
2466,7
2467,9
2468,3
2469,3
2470,6
2471,9
2472,3
2473,8
2474,9
2475,4
2476,1
2477,5
2478,5
2479,0
2480,1
2481,0
2482,8
2483,5
2484,3
2485,6
2486,7
2487,3
2488,6
2489,8
2490,8
2491,2
2492,8
2493,9
2494,3
2495,1
2496,0
2497,7
2498,9
2499,2
2500,9
2501,4
2502,5
2503,4
2504,4
2505,4
2506,9
2507,4
2508,2
2509,5
2510,8
2511,1
2512,4
2513,1
2514,3
2515,9
2516,4
2517,4
2518,5
2519,2
2520,8
2521,2
2522,5
2523,5
2524,7
2525,5
2526,1
2527,7
2528,8
2529,0
2530,1
2531,8
2532,1
2533,3
2534,5
2535,4
2536,5
2537,5
2538,6
2539,5
2540,1
2541,1
2542,0
2543,5
2544,1
2545,1
2546,2
2547,8
2548,9
2549,2
2550,8
2551,6
2552,3
2553,5
2554,6
2555,5
2556,7
2557,1
2558,8
2559,6
2560,6
2561,7
2562,0
2563,6
2564,6
2565,7
2566,8
2567,8
2568,4
2569,5
2570,6
2571,5
2572,0
2573,7
2574,9
2575,9
2576,8
2577,6
2578,0
2579,2
2580,8
2581,8
2582,2
2583,5
2584,2
2585,4
2586,4
2587,9
2588,0
2589,6
2590,0
2591,5
2592,4
2593,4
2594,4
2595,7
2596,7
2597,6
2598,1
2599,3
2600,3
2601,4
2602,9
2603,2
2604,5
2605,8
2606,7
2607,2
2608,3
2609,0
2610,0
2611,6
2612,9
2613,2
2614,8
2615,3
2616,2
2617,8
2618,9
2619,2
2620,8
2621,6
2622,4
2623,6
2624,4
2625,6
2626,4
2627,4
2628,7
2629,7
2630,9
2631,8
2632,4
2633,9
2634,4
2635,0
2636,9
2637,6
2638,5
2639,5
2640,9
2641,8
2642,8
2643,9
2644,3
2645,2
2646,4
2647,3
2648,2
2649,7
2650,1
2651,4
2652,6
2653,3
2654,9
2655,6
2656,4
2657,5
2658,5
2659,1
2660,4
2661,7
2662,6
2663,1
2664,6
2665,2
2666,5
2667,1
2668,0
2669,1
2670,5
2671,5
2672,9
2673,7
2674,5
2675,3
2676,5
2677,0
2678,0
2679,0
2680,3
2681,5
2682,0
2683,4
2684,9
2685,5
2686,8
2687,4
2688,5
2689,4
2690,4
2691,1
2692,4
2693,7
2694,9
2695,0
2696,3
2697,2
2698,5
2699,5
2700,3
2701,1
2702,3
2703,4
2704,6
2705,5
2706,5
2707,5
2708,6
2709,6
2710,0
2711,7
2712,7
2713,8
2714,3
2715,9
2716,6
2717,3
2718,7
2719,0
2720,1
2721,5
2722,9
2723,0
2724,9
2725,7
2726,3
2727,2
2728,5
2729,1
2730,6
2731,1
2732,5
2733,6
2734,4
2735,1
2736,1
2737,4
2738,9
2739,7
2740,4
2741,0
2742,8
2743,1
2744,7
2745,2
2746,8
2747,1
2748,7
2749,6
2750,5
2751,5
2752,2
2753,5
2754,6
2755,0
2756,6
2757,3
2758,4
2759,2
2760,2
2761,2
2762,1
2763,6
2764,9
2765,4
2766,3
2767,6
2768,3
2769,9
2770,4
2771,5
2772,2
2773,1
2774,5
2775,9
2776,7
2777,9
2778,2
2779,4
2780,4
2781,8
2782,4
2783,9
2784,2
2785,6
2786,7
2787,4
2788,8
2789,2
2790,4
2791,0
2792,6
2793,9
2794,0
2795,8
2796,8
2797,0
2798,4
2799,2
2800,9
2801,4
2802,2
2803,9
2804,8
2805,7
2806,2
2807,8
2808,4
2809,4
2810,1
2811,6
2812,4
2813,8
2814,4
2815,0
2816,6
2817,0
2818,1
2819,0
2820,6
2821,6
2822,6
2823,5
2824,7
2825,6
2826,1
2827,5
2828,9
2829,2
2830,7
2831,2
2832,9
2833,8
2834,5
2835,2
2836,8
2837,3
2838,5
2839,0
2840,8
2841,6
2842,9
2843,6
2844,5
2845,6
2846,1
2847,0
2848,3
2849,7
2850,6
2851,9
2852,4
2853,4
2854,4
2855,6
2856,5
2857,8
2858,1
2859,8
2860,5
2861,7
2862,3
2863,4
2864,5
2865,3
2866,5
2867,1
2868,8
2869,2
2870,4
2871,6
2872,4
2873,8
2874,6
2875,4
2876,1
2877,5
2878,1
2879,3
2880,8
2881,6
2882,4
2883,8
2884,7
2885,9
2886,3
2887,9
2888,8
2889,5
2890,8
2891,2
2892,0
2893,5
2894,4
2895,0
2896,8
2897,8
2898,1
2899,7
2900,9
2901,1
2902,4
2903,2
2904,3
2905,1
2906,5
2907,2
2908,7
2909,0
2910,0
2911,9
2912,2
2913,6
2914,7
2915,7
2916,5
2917,7
2918,0
2919,8
2920,4
2921,9
2922,5
2923,4
2924,8
2925,4
2926,2
2927,6
2928,3
2929,8
2930,0
2931,1
2932,0
2933,9
2934,0
2935,7
2936,9
2937,7
2938,4
2939,4
2940,1
2941,5
2942,8
2943,8
2944,9
2945,1
2946,1
2947,6
2948,4
2949,7
2950,5
2951,1
2952,2
2953,0
2954,8
2955,8
2956,5
2957,5
2958,1
2959,6
2960,8
2961,4
2962,1
2963,8
2964,1
2965,1
2966,8
2967,4
2968,0
2969,5
2970,2
2971,6
2972,9
2973,8
2974,6
2975,2
2976,5
2977,7
2978,0
2979,0
2980,8
2981,2
2982,2
2983,8
2984,5
2985,5
2986,5
2987,1
2988,7
2989,4
2990,5
2991,9
2992,8
2993,1
2994,3
2995,8
2996,7
